400,0.001118847,0.001205875,0.001176874,0.001149726,0.001162709,0.001220375,0.001290405,0.001264171,0.001217693,0.001036068,0.001234189,0.001226698,0.001172622,0.00106522,0.00101994,0.001120574,0.001164458,0.00115954,0.001135848,0.001102107,0.001230157,0.001262465,0.001230853,0.00121166,0.001106667
401,0.000802687,0.00088334,0.000870565,0.000821736,0.000843934,0.00095529,0.001006791,0.000955458,0.000934332,0.000734766,0.000910285,0.000909272,0.000852438,0.000770447,0.000721449,0.000821447,0.000850709,0.000833814,0.000849075,0.000795049,0.00088407,0.000924708,0.00087647,0.000888736,0.000790639
402,0.000567299,0.000622854,0.000620557,0.000579463,0.000594318,0.000653481,0.000706426,0.00067033,0.000651939,0.000462485,0.000633992,0.00063765,0.000604955,0.000519678,0.000456515,0.000559598,0.000612287,0.000596695,0.000583058,0.000570718,0.000634673,0.000677485,0.000634834,0.00063935,0.000534984
403,0.000713973,0.000810092,0.000772805,0.000750862,0.000782733,0.000836165,0.00090159,0.000856546,0.000828604,0.000650827,0.000810359,0.000811266,0.000758674,0.000672249,0.000634423,0.000723343,0.000766335,0.000741526,0.000752687,0.000717993,0.000826872,0.000849788,0.000824959,0.000818603,0.000713232
404,0.000653829,0.000741731,0.000701226,0.000674244,0.000696279,0.000771889,0.000827122,0.000806062,0.000761319,0.000585729,0.000733398,0.000715513,0.000689397,0.000601005,0.000561252,0.000617494,0.000667497,0.000634271,0.000634888,0.000610952,0.000725865,0.000777584,0.000731812,0.000721383,0.000632881
405,0.000669414,0.000755058,0.000730679,0.000704815,0.000722645,0.000797742,0.000867757,0.000827075,0.000806104,0.000646259,0.000767333,0.000766654,0.000731317,0.0006595,0.00059747,0.000715389,0.000756154,0.000743681,0.00072155,0.000713472,0.000762075,0.000793322,0.000768889,0.000768809,0.000672495
406,0.000861935,0.00091489,0.000909567,0.000874072,0.000901813,0.000943662,0.000991241,0.000966638,0.000927874,0.000768705,0.000925832,0.000935481,0.000905268,0.000812181,0.000770259,0.000849384,0.000867649,0.000858622,0.000853165,0.000842815,0.00092778,0.000959451,0.000932666,0.000918448,0.000837648
407,0.00060221,0.000671713,0.000653899,0.000638826,0.00064896,0.000686834,0.000733345,0.000704982,0.000671616,0.000523811,0.000642812,0.000650118,0.000620244,0.000537141,0.000491978,0.00058191,0.000624097,0.000610076,0.000602137,0.000585888,0.000669106,0.000700905,0.000670058,0.000679841,0.000563557
408,0.000359369,0.000405614,0.000396659,0.000374688,0.000394742,0.000453035,0.000518112,0.000490939,0.000459939,0.000309231,0.000457877,0.000452935,0.000424863,0.000334338,0.000300228,0.000365465,0.000393641,0.000366332,0.000393715,0.000359053,0.000460194,0.000478801,0.000452299,0.000456875,0.000354018
409,0.000499503,0.000556314,0.000540023,0.000516774,0.000536171,0.000580809,0.000621594,0.000600225,0.000553266,0.000412172,0.000572338,0.000562571,0.000545538,0.000457157,0.000413226,0.000488281,0.00052987,0.000490046,0.000488037,0.000469252,0.000548039,0.000586435,0.000569543,0.000562869,0.000475319
410,0.000651532,0.000698144,0.000699605,0.000671406,0.000688921,0.000736157,0.000786718,0.000756005,0.000717814,0.000573214,0.000724619,0.000735005,0.000709536,0.000623856,0.000593807,0.000648026,0.000695497,0.000673205,0.000662049,0.000647462,0.000717517,0.000756478,0.000727619,0.000734511,0.000627328
411,0.000320365,0.000376603,0.000365275,0.000342593,0.000351382,0.000384183,0.000441234,0.000409122,0.000387362,0.000238871,0.000367675,0.00036533,0.000336578,0.000273636,0.000221965,0.000285732,0.000335934,0.000313626,0.000307795,0.000290344,0.000367821,0.000402278,0.000374275,0.000374074,0.000297865
412,0.000356073,0.000400386,0.000398623,0.00038139,0.000398823,0.00041064,0.000471789,0.000445761,0.000415513,0.000273626,0.000422105,0.000415209,0.000392747,0.000307107,0.000279639,0.00033805,0.000369779,0.000350888,0.000343773,0.000326022,0.000409743,0.000440878,0.000423799,0.000413527,0.000328664
413,0.000460222,0.00050175,0.000514193,0.000484979,0.00049415,0.000547009,0.000586878,0.000556226,0.000524744,0.000407172,0.000521264,0.000532265,0.000509906,0.000434665,0.00039394,0.000446157,0.000498642,0.000470139,0.000460114,0.00044691,0.000508507,0.000535747,0.000514991,0.000510243,0.000434208
414,0.000340281,0.000394673,0.000385501,0.000362525,0.000383672,0.000431191,0.000469324,0.000437897,0.000411793,0.000281716,0.000409877,0.000412394,0.000391431,0.000318661,0.000276183,0.000328029,0.000377867,0.000350031,0.000338389,0.000331739,0.000401645,0.000430625,0.000425775,0.000406589,0.0003341
415,0.000280051,0.000327655,0.000317561,0.000308385,0.000310671,0.000347907,0.000407253,0.000372271,0.00034582,0.000225603,0.000353144,0.000340281,0.000324033,0.000258395,0.000212816,0.000273961,0.000305838,0.000291225,0.000274277,0.000267316,0.000339395,0.000361281,0.000360368,0.000342685,0.000263514
416,0.000201088,0.000250939,0.000227359,0.000209075,0.000221954,0.000286446,0.000310177,0.000297988,0.00026749,0.000146461,0.000288958,0.000277113,0.000252005,0.000185172,0.000149629,0.000196422,0.000236774,0.000215587,0.000202264,0.000180973,0.000253455,0.000277894,0.000256967,0.000252083,0.000189799
417,0.000281142,0.000326855,0.000311625,0.000294401,0.000298516,0.000352667,0.000376317,0.000355551,0.000332158,0.000229616,0.000326279,0.000320961,0.000304968,0.000223491,0.000190609,0.000254082,0.000279395,0.000260206,0.000256554,0.000249747,0.000344777,0.000355999,0.000342684,0.000336613,0.000257304
418,0.000158629,0.000209686,0.000203895,0.000187524,0.000188289,0.000261585,0.000290738,0.000269535,0.000241592,0.000131478,0.000223547,0.000229268,0.000195819,0.000130353,9.51E-05,0.000141684,0.000187354,0.000166562,0.000149735,0.000148166,0.000234255,0.000243355,0.000225953,0.000232576,0.000157807
419,0.000262699,0.000311304,0.000305073,0.000286547,0.000297488,0.000335194,0.000350923,0.000353985,0.000325881,0.000206614,0.000333966,0.000327408,0.000290064,0.000229317,0.000203149,0.000261839,0.000287621,0.000272046,0.000264222,0.000253966,0.000335723,0.000350891,0.000338288,0.000326336,0.000248439
420,0.00032363,0.000368793,0.00036098,0.000350065,0.000346612,0.000388051,0.000424715,0.000417519,0.000383481,0.00028665,0.000410057,0.00039017,0.000363838,0.000313738,0.000275109,0.000321202,0.000359375,0.000333167,0.000324299,0.000314657,0.000387124,0.000388761,0.00038042,0.000371015,0.000300052
421,0.000243913,0.000286126,0.000279415,0.000260149,0.000274801,0.000309795,0.000345275,0.000334681,0.000306298,0.000187224,0.000299065,0.000298833,0.000279922,0.000219964,0.000183764,0.000243519,0.000271772,0.000252903,0.000244107,0.000240092,0.000293933,0.00031283,0.000296108,0.000291238,0.000231581
422,0.00018532,0.000229883,0.000221168,0.000204798,0.000211949,0.000250053,0.000282527,0.000272925,0.000246647,0.000141002,0.000249018,0.000257991,0.000229809,0.000161888,0.00013501,0.000189516,0.000226635,0.000197924,0.000197988,0.000187907,0.000244746,0.000267438,0.000248373,0.000250341,0.000173256
