400,1.00E-07,3.10E-06
401,3.00E-07,4.10E-06
402,1.60E-06,1.19E-05
403,1.60E-06,1.64E-05
404,9.00E-07,6.30E-06
405,5.00E-07,5.30E-06
406,2.00E-07,8.90E-06
407,2.00E-07,2.91E-05
408,2.00E-07,4.02E-05
409,3.00E-07,2.35E-05
410,1.10E-06,2.59E-05
411,2.60E-06,5.41E-05
412,1.00E-06,0.0001884
413,7.00E-07,0.0003182
414,6.00E-07,0.0002749
415,4.00E-07,0.0004042
416,2.00E-07,0.0011029
417,2.00E-07,0.004669
418,3.00E-07,0.009825
419,8.00E-07,0.014562
420,6.00E-07,0.042351
421,1.00E-07,0.27353
422,1.00E-07,0.86092
423,1.00E-07,0.95753
424,1.00E-07,0.72836
425,1.00E-07,0.60944
426,2.00E-07,0.78478
427,6.00E-07,0.95814
428,3.70E-06,0.91177
429,9.80E-06,0.93522
430,1.50E-06,0.93771
431,4.00E-07,0.85062
432,1.00E-07,0.84796
433,1.00E-07,0.93104
434,1.00E-07,0.95676
435,1.00E-07,0.93284
436,1.00E-07,0.93878
437,3.00E-07,0.92601
438,1.90E-06,0.88801
439,7.00E-07,0.90116
440,2.00E-07,0.95241
441,1.00E-07,0.95167
442,1.00E-07,0.91786
443,2.00E-07,0.92319
444,3.00E-07,0.9451
445,6.00E-07,0.9311
446,1.40E-06,0.91259
447,5.60E-06,0.92957
448,1.28E-05,0.95408
449,1.30E-06,0.95244
450,4.00E-07,0.94694
451,2.00E-07,0.95448
452,2.00E-07,0.95429
453,2.00E-07,0.94361
454,2.00E-07,0.94656
455,5.00E-07,0.95978
456,1.80E-06,0.95687
457,4.16E-05,0.94445
458,3.90E-06,0.94876
459,1.40E-06,0.96289
460,1.00E-06,0.95934
461,9.00E-07,0.94465
462,8.00E-07,0.94642
463,9.00E-07,0.96033
464,1.40E-06,0.95863
465,6.30E-06,0.94397
466,1.20E-05,0.94475
467,9.00E-07,0.96139
468,3.00E-07,0.96379
469,2.00E-07,0.94593
470,2.00E-07,0.93831
471,3.00E-07,0.9533
472,2.70E-06,0.96417
473,9.00E-07,0.95075
474,1.00E-07,0.93646
475,0,0.94654
476,0,0.96573
477,0,0.95926
478,0,0.93171
479,0,0.92105
480,0,0.94079
481,0,0.96407
482,1.00E-07,0.96177
483,0,0.94701
484,0,0.94866
485,0,0.96436
486,0,0.96529
487,0,0.94421
488,0,0.92943
489,0,0.94162
490,0,0.96477
491,0,0.96366
492,0,0.9347
493,0,0.91245
494,0,0.92109
495,0,0.94881
496,0,0.96057
497,0,0.94059
498,0,0.91233
499,0,0.90372
500,0,0.9197
501,0,0.94575
502,0,0.96467
503,0,0.96999
504,0,0.96374
505,0,0.94942
506,0,0.9332
507,0,0.92591
508,0,0.93524
509,0,0.95581
510,0,0.96975
511,0,0.96457
512,0,0.94985
513,0,0.94531
514,0,0.95699
515,0,0.96938
516,0,0.96176
517,0,0.93594
518,0,0.91608
519,0,0.92111
520,0,0.94695
521,0,0.9688
522,0,0.96509
523,0,0.9441
524,0,0.9322
525,0,0.9427
526,0,0.96343
527,0,0.96816
528,0,0.94728
529,0,0.92056
530,0,0.9136
531,0,0.93329
532,0,0.96226
533,0,0.97146
534,0,0.95106
535,0,0.92275
536,0,0.91327
537,0,0.93007
538,0,0.95732
539,0,0.96811
540,0,0.95211
541,0,0.92788
542,0,0.92033
543,0,0.93733
544,0,0.96391
545,0,0.9724
546,0,0.95003
547,0,0.91463
548,0,0.89398
549,0,0.90189
550,0,0.93209
551,0,0.96238
552,0,0.97072
553,1.00E-07,0.9571
554,1.00E-07,0.94128
555,1.00E-07,0.94061
556,0,0.95586
557,0,0.97142
558,0,0.96833
559,0,0.94396
560,0,0.91557
561,0,0.90306
562,1.00E-07,0.91452
563,1.00E-07,0.94266
564,1.00E-07,0.96837
565,2.00E-07,0.97386
566,3.00E-07,0.95911
567,6.00E-07,0.94079
568,1.00E-06,0.9353
569,1.30E-06,0.94672
570,1.30E-06,0.96526
571,1.20E-06,0.97427
572,1.10E-06,0.96446
573,1.00E-06,0.9432
574,1.10E-06,0.92705
575,1.20E-06,0.92781
576,1.50E-06,0.94513
577,1.90E-06,0.96682
578,2.60E-06,0.97541
579,3.80E-06,0.96196
580,5.70E-06,0.93459
581,8.90E-06,0.91067
582,1.43E-05,0.90347
583,2.29E-05,0.91609
584,3.57E-05,0.94139
585,5.25E-05,0.9654
586,7.22E-05,0.97546
587,9.46E-05,0.96933
588,0.0001221,0.95573
589,0.0001601,0.94554
590,0.0002175,0.94395
591,0.0003104,0.94857
592,0.0004692,0.95262
593,0.0007561,0.95083
594,0.0013073,0.94401
595,0.0024438,0.93831
596,0.00499,0.94004
597,0.011284,0.95077
598,0.028754,0.96551
599,0.083575,0.9749
600,0.26397,0.97139
601,0.67086,0.95555
602,0.93308,0.93599
603,0.94936,0.92319
604,0.94785,0.92308
605,0.95569,0.93511
606,0.95476,0.95255
607,0.94577,0.96562
608,0.94015,0.96735
609,0.94357,0.95856
610,0.95255,0.94685
611,0.95941,0.94086
612,0.95891,0.94501
613,0.95179,0.95733
614,0.94311,0.97032
615,0.93803,0.97491
616,0.93888,0.96649
617,0.94449,0.94855
618,0.95138,0.93009
619,0.9557,0.91992
620,0.95526,0.92244
621,0.95045,0.93627
622,0.9437,0.95494
623,0.93805,0.96946
624,0.93569,0.97323
625,0.93738,0.96614
626,0.94237,0.95427
627,0.94891,0.94548
628,0.95496,0.94483
629,0.95892,0.95245
630,0.96015,0.96379
631,0.95897,0.97186
632,0.95639,0.97123
633,0.95354,0.9616
634,0.95128,0.94793
635,0.95,0.93726
636,0.9496,0.93482
637,0.94972,0.94179
638,0.94995,0.95506
639,0.95003,0.96842
640,0.9499,0.9753
641,0.94973,0.97242
642,0.9498,0.96177
643,0.95032,0.94923
644,0.9514,0.9411
645,0.95291,0.94113
646,0.95459,0.94926
647,0.95608,0.96171
648,0.95701,0.97249
649,0.95718,0.9762
650,0.95653,0.97099
651,0.95522,0.95963
652,0.95356,0.94774
653,0.95191,0.94077
654,0.95061,0.94165
655,0.94991,0.94988
656,0.9499,0.96179
657,0.95054,0.97192
658,0.95165,0.97549
659,0.95298,0.97088
660,0.95426,0.96056
661,0.95525,0.94954
662,0.95578,0.9428
663,0.95582,0.94317
664,0.9554,0.95051
665,0.95467,0.96174
666,0.9538,0.97197
667,0.95296,0.97652
668,0.95232,0.97326
669,0.95197,0.96371
670,0.95192,0.95215
671,0.95215,0.9434
672,0.95257,0.94085
673,0.95304,0.94528
674,0.95345,0.95482
675,0.95369,0.96551
676,0.95373,0.97282
677,0.95357,0.97361
678,0.95326,0.96776
679,0.9529,0.95814
680,0.95261,0.94909
681,0.95249,0.94447
682,0.9526,0.94622
683,0.95296,0.95379
684,0.95353,0.96422
685,0.95421,0.97312
686,0.95485,0.97634
687,0.95532,0.97187
688,0.9555,0.96095
689,0.9553,0.9474
690,0.95473,0.9359
691,0.95384,0.93019
692,0.95277,0.93202
693,0.9517,0.94076
694,0.95083,0.95357
695,0.95032,0.96612
696,0.9503,0.97403
697,0.95082,0.97459
698,0.95185,0.9681
699,0.95327,0.95741
700,0.95494,0.94667
701,0.95664,0.93963
702,0.9582,0.93852
703,0.95944,0.94347
704,0.96025,0.95262
705,0.96058,0.96262
706,0.96049,0.96965
707,0.96005,0.97088
708,0.95942,0.96565
709,0.95874,0.95577
710,0.95815,0.94468
711,0.95775,0.93604
712,0.95756,0.93255
713,0.95757,0.93527
714,0.9577,0.94342
715,0.95784,0.95457
716,0.95787,0.9652
717,0.95768,0.9718
718,0.95721,0.97212
719,0.95643,0.96611
720,0.95541,0.95587
721,0.95424,0.94478
722,0.95306,0.9362
723,0.95204,0.93251
724,0.95133,0.93458
725,0.95105,0.94168
726,0.95127,0.9517
727,0.95198,0.96161
728,0.95312,0.9684
729,0.95456,0.97007
730,0.95613,0.96637
731,0.95764,0.95882
732,0.95889,0.95011
733,0.95974,0.94303
734,0.96008,0.93967
735,0.95988,0.9409
736,0.95919,0.94625
737,0.95811,0.95404
738,0.95679,0.9618
739,0.95542,0.96701
740,0.95419,0.96788
741,0.95325,0.96407
742,0.95273,0.95675
743,0.9527,0.94815
744,0.95317,0.94083
745,0.95411,0.93688
746,0.95543,0.93747
747,0.95702,0.94261
748,0.95875,0.95116
749,0.9605,0.96109
750,0.96216,0.96989
751,0.96364,0.97528
752,0.9649,0.97592
753,0.96594,0.97179
754,0.96675,0.9642
755,0.96738,0.95524
756,0.96786,0.94713
757,0.96821,0.94157
758,0.96846,0.93944
759,0.96859,0.94068
760,0.96858,0.94439
761,0.96839,0.94907
762,0.96798,0.95306
763,0.9673,0.95503
764,0.96633,0.95435
765,0.96508,0.95127
766,0.96359,0.94685
767,0.96193,0.94256
768,0.96022,0.93977
769,0.95857,0.93947
